ContactId,FirstName,LastName,Email,Phone,AccountName,Industry,AnnualRevenue,NumberOfEmployees,LeadSource,CreatedDate,LastActivityDate,TotalSpend,SupportCasesOpened,MarketingEngagementScore,CustomerStatus
003a2MXPSQxpOiE2i7,Erin,Brewer,erin.brewer@davis.com,(531)900-9407,"Davis, Williams and Miller",Manufacturing,88449120,615,Purchased List,2021-08-22 19:37:10,2021-11-21 11:27:32,6231084.85,11,50,Active
003nGXO21eL6ljGnL6,Jose,Ellis,jose.ellis@johnson-robinson.com,3402665480,Johnson-Robinson,Manufacturing,23451424,1062,Partner Referral,2023-12-24 02:51:06,2025-08-04 19:08:36,996863.92,40,13,Active
0035lTE7WFxy7Te4BI,Sandra,Boone,sandra.boone@lawsongroup.com,893.814.5158x5240,Lawson Group,Technology,79099456,7001,Phone Inquiry,2024-02-22 21:08:41,2024-06-30 21:08:41,1149187.65,35,47,Churned
003IkAJQL2I6y3JyLj,Benjamin,Jacobson,benjamin.jacobson@harveyllc.com,224-933-8418,Harvey LLC,Finance,48571983,8822,Other,2023-11-28 10:51:53,2024-08-05 10:51:53,284520.8,43,34,Churned
003sF5dec9pr36nSc7,David,Flores,david.flores@davis-morales.com,665-350-2194,Davis-Morales,Technology,91452516,647,Web,2022-08-06 05:32:58,2024-09-02 00:06:17,8866653.06,0,4,Active
003FfzkWqpw5AXhnG6,Tara,Anderson,tara.anderson@cole.com,001-466-764-7109x8954,"Cole, Holt and Parsons",Retail,2041703,221,Web,2023-03-15 03:23:30,2024-04-25 19:53:32,190887.38,12,76,Active
003BvZCxbbymXLZZOc,Alexandria,Cannon,alexandria.cannon@salazar-miller.com,+1-524-819-8151x296,Salazar-Miller,Technology,96496859,3376,Partner Referral,2022-07-24 09:05:47,2023-03-28 09:05:47,489223.33,29,100,Churned
003xhgnteDaBup8dtx,Roberto,Richardson,roberto.richardson@miles.com,567.985.3378,"Miles, Johnson and Brady",Consulting,4024539,21,Partner Referral,2024-08-03 17:20:55,2025-04-07 08:26:49,241718.52,47,48,Active
003xuXA2kNuBCnwJhu,Elizabeth,Rogers,elizabeth.rogers@smithinc.com,+1-541-663-2268x76155,Smith Inc,Healthcare,1892664,36,Purchased List,2024-10-26 22:11:57,2025-06-16 08:56:38,171344.34,26,4,Active
003OkhICHIy0WPTrU4,Megan,Wilson,megan.wilson@wolfe.com,+1-961-750-0616x49880,"Wolfe, Ballard and Castaneda",Retail,6440659,324,Other,2023-01-05 02:11:06,2023-08-18 04:04:47,136081.61,13,86,Active
003Jkhsr57Cb5k2FoZ,Jonathan,Campbell,jonathan.campbell@jacobson-terry.com,267.550.1468,Jacobson-Terry,Consulting,19880924,327,Phone Inquiry,2024-01-24 08:41:17,2024-10-22 19:29:48,850389.42,38,67,Active
003nw7a0HRozhc6rcG,Cindy,Nichols,cindy.nichols@brewer.com,693.438.9289,"Brewer, Floyd and Cross",Retail,7949614,282,Purchased List,2021-05-31 07:51:09,2025-03-17 15:07:17,753529.54,34,25,Active
003uOoGp6IkJpY5swJ,Bryan,Nelson,bryan.nelson@browngroup.com,704-967-5511x45374,Brown Group,Technology,86831139,8808,Purchased List,2024-03-18 12:59:12,2025-04-02 08:04:23,3773812.06,47,50,Active
003A6Di5vJYaJiy2qU,Jennifer,Smith,jennifer.smith@millerplc.com,001-824-849-8742x90281,Miller PLC,Consulting,17076010,368,Other,2023-07-19 19:45:33,2023-12-25 05:57:09,1076064.47,23,73,Active
003PXigBAxa64fljlS,Shelley,Garcia,shelley.garcia@scott.com,001-211-555-2988,"Scott, Solomon and Wright",Finance,39130218,372,Partner Referral,2023-06-07 20:50:26,2024-02-05 20:50:26,474053.02,38,45,Churned
0034U6HzVF9jkCyN4y,Dawn,Morrison,dawn.morrison@larson-west.com,+1-818-322-9293x9202,Larson-West,Manufacturing,94433888,9058,Other,2022-03-08 02:01:38,2022-05-05 06:41:44,3010886.35,8,51,Active
003R6ButAsjPMgjhmQ,Jordan,Brown,jordan.brown@bowen-wallace.com,+1-712-900-1313x2047,Bowen-Wallace,Healthcare,11605368,74,Purchased List,2023-05-31 09:03:39,2025-03-08 12:02:48,861263.54,36,77,Active
003C6aj1HaMc8GEi45,Brandy,Perry,brandy.perry@mcpherson.com,(904)412-2409x6047,"Mcpherson, Gonzalez and Santos",Manufacturing,94335211,627,Purchased List,2025-04-17 22:33:01,2025-07-20 00:00:48,6437783.35,10,87,Prospect
003b0haBDky077QGro,Linda,Jones,linda.jones@beltranllc.com,2199937787,Beltran LLC,Technology,28645180,2541,Web,2021-07-19 05:22:46,2022-06-04 05:22:46,561658.81,31,85,Churned
003rdyA4dFV0PssI6B,Daniel,Oconnor,daniel.oconnor@mullins-brown.com,001-311-909-3158x1255,Mullins-Brown,Retail,8966858,396,Purchased List,2023-09-13 13:55:43,2025-10-08 06:28:03,290909.87,39,35,Active
003PGqwKKYYzmoHGar,Gabriel,Sanford,gabriel.sanford@miller.com,+1-927-268-4300x2131,"Miller, Parker and Osborn",Technology,92139075,4955,Phone Inquiry,2022-08-27 09:34:11,2025-09-28 10:47:32,936992.44,5,71,Prospect
00325q08iHMkRy2Oba,Nicole,King,nicole.king@shaffer-rivera.com,+1-225-635-9426x14677,Shaffer-Rivera,Healthcare,1186254,133,Web,2022-11-25 15:18:21,2023-09-04 15:18:21,3686.65,29,1,Churned
003I15RYgbnJ566NtN,Lisa,Short,lisa.short@wolf-campos.com,315.695.9555x345,Wolf-Campos,Consulting,19954048,499,Partner Referral,2023-03-03 05:17:59,2023-11-17 05:17:59,76213.87,47,54,Churned
00337cKfbITZj7hNTG,Lori,Wells,lori.wells@pageltd.com,001-289-354-1488,Page Ltd,Consulting,19135986,255,Purchased List,2025-07-10 11:03:25,2025-08-24 08:58:47,1197836.49,2,87,Prospect
003MyFiMSCv7Yqcfcv,Erik,Bullock,erik.bullock@adamsandsons.com,471-531-8287,Adams and Sons,Technology,37766832,1025,Phone Inquiry,2024-03-26 01:12:05,2025-02-08 12:41:24,1697935.95,7,65,Prospect
003frVucGhCmFjHxWC,Christian,Gallagher,christian.gallagher@west-lowe.com,(612)435-9706x88751,West-Lowe,Technology,7237908,1445,Other,2024-05-06 10:55:20,2025-03-03 10:55:20,37684.41,33,37,Churned
0032Nxp8eziZXQ6etZ,Edward,Golden,edward.golden@andrews.com,+1-676-575-9889x551,"Andrews, Jones and Joyce",Finance,69406529,3278,Other,2024-01-10 10:42:10,2025-01-08 07:33:41,5572244.87,2,92,Prospect
0038Rutb3rl2txS8gX,Craig,Salazar,craig.salazar@sanfordltd.com,001-332-609-3118x3738,Sanford Ltd,Consulting,19019952,443,Other,2024-11-04 19:20:03,2024-12-09 13:04:04,506672.92,8,93,Prospect
003MXsVwIOs6RfRCRw,Jesus,Johnson,jesus.johnson@stevens.com,443-492-4822x093,"Stevens, Booker and Lee",Retail,7501871,494,Purchased List,2025-09-08 12:12:21,2025-09-23 02:40:59,474911.16,40,97,Prospect
003Pk8ZBGFdags70PO,Nathan,Gonzalez,nathan.gonzalez@sherman.com,739-766-6114x794,"Sherman, Jackson and Mcconnell",Retail,3931903,475,Partner Referral,2023-10-10 12:11:28,2024-05-25 12:11:28,39399.15,47,63,Churned
003FsdLiP8bvhw56tl,Heather,Perkins,heather.perkins@pittman.com,633.715.2861x54943,"Pittman, Mcconnell and Curtis",Manufacturing,84453500,3974,Partner Referral,2023-02-24 02:50:49,2023-11-22 02:50:49,487919.22,29,37,Churned
003WF4EcBZPSCzhqYs,Leslie,Ramirez,leslie.ramirez@richardson-mathis.com,(522)728-3696x985,Richardson-Mathis,Healthcare,19072166,318,Partner Referral,2020-10-27 16:02:32,2023-08-17 00:21:41,1083340.62,1,79,Active
003Qgv1E4W0kpSE3kO,Benjamin,Johnson,benjamin.johnson@rayllc.com,923-766-0739x0762,Ray LLC,Finance,76652834,6904,Web,2021-03-28 02:41:33,2023-08-20 01:50:23,5436652.17,10,58,Active
003f1PDH57djhsmRJb,Michael,Newton,michael.newton@henderson-rose.com,001-893-536-7864x19829,Henderson-Rose,Healthcare,6979278,388,Partner Referral,2022-10-11 04:14:35,2023-09-16 04:14:35,110214.81,34,13,Churned
003jFxwGKv2Tbk7VXG,James,Adams,james.adams@robinsonltd.com,597-550-9175,Robinson Ltd,Technology,17398659,8926,Purchased List,2021-09-03 10:22:10,2023-03-05 21:53:35,1163151.97,4,5,Active
003cFN1KjWqIfiIDkj,Brett,Livingston,brett.livingston@walker-martin.com,(522)612-0293x03839,Walker-Martin,Retail,19400303,134,Partner Referral,2025-05-04 21:05:09,2025-09-29 02:11:19,475764.28,21,97,Prospect
003z3oyso1a1WqC9xg,Cassidy,Donaldson,cassidy.donaldson@oneillinc.com,001-241-245-6273x79096,Oneill Inc,Finance,7804473,1730,Phone Inquiry,2022-07-02 10:55:40,2022-10-13 10:55:40,66212.51,32,61,Churned
003kORGDYMIseWBcBj,Shawn,Hall,shawn.hall@parksltd.com,(384)480-6625x36182,Parks Ltd,Retail,16454750,466,Other,2022-09-20 10:53:48,2025-06-28 20:43:21,761313.23,29,8,Active
003nnOBBBbXSMpt2ed,Amanda,Forbes,amanda.forbes@ellis-randall.com,440-998-7854,Ellis-Randall,Retail,13488526,123,Phone Inquiry,2025-03-19 06:16:58,2025-05-13 08:18:30,477890.64,29,66,Active
003DqbpssX3mbmdUiy,Craig,Smith,craig.smith@lopez-hall.com,001-494-270-7608x17694,Lopez-Hall,Healthcare,7314517,162,Partner Referral,2025-08-08 01:59:18,2025-09-07 10:58:24,497382.21,34,91,Prospect
003XCVfEIthSZGkopN,Charles,Lynch,charles.lynch@ramirez-rowe.com,(954)789-0568x031,Ramirez-Rowe,Retail,18742432,58,Purchased List,2024-06-25 01:27:08,2025-02-18 01:27:08,267051.97,40,39,Churned
003yRBaKn4xV5a0nac,Jessica,Johnson,jessica.johnson@baker-suarez.com,571-346-0344x62104,Baker-Suarez,Consulting,16347496,391,Other,2021-06-12 06:01:40,2022-05-19 06:01:40,314850.35,17,35,Churned
0030epawUaYMthrsny,Cynthia,Diaz,cynthia.diaz@hillinc.com,402.981.0290,Hill Inc,Retail,8407911,193,Purchased List,2024-12-03 05:05:20,2025-10-04 00:24:53,538006.33,42,42,Active
003EsT2UqnlGGYxLIo,Cheryl,Arnold,cheryl.arnold@ramirez.com,707.558.8474x4161,"Ramirez, Webster and Dalton",Finance,35552178,8069,Other,2023-06-20 19:54:55,2024-01-03 19:54:55,412438.67,36,29,Churned
003d70nAB1Q5ww63Mt,Andrew,Olson,andrew.olson@cranellc.com,(605)852-5246x591,Crane LLC,Technology,32940709,7439,Partner Referral,2024-07-27 23:29:40,2024-08-01 14:54:55,3129679.91,0,11,Active
003ngU5w9WzcWsbc3f,Calvin,Wells,calvin.wells@christensenandsons.com,001-495-866-2988x01344,Christensen and Sons,Healthcare,9311579,20,Other,2025-02-15 19:54:35,2025-09-19 05:05:39,618883.42,12,40,Prospect
003MHtVhOJbdEsi8we,Sherri,Perez,sherri.perez@garcia.com,405-454-7150,"Garcia, Mayo and Fischer",Finance,16049673,9521,Web,2021-09-26 08:38:21,2022-04-04 08:38:21,222655.72,41,10,Churned
003XQIVS7aRTTG3OGJ,Denise,Aguilar,denise.aguilar@chapman.com,001-654-491-2314x06765,"Chapman, Johnson and Alexander",Healthcare,19088297,119,Other,2023-07-26 06:45:47,2024-02-03 03:00:31,833508.76,3,34,Active
003Luw3SzIOOal73za,Gabrielle,Davis,gabrielle.davis@boyleandsons.com,001-474-804-4523,Boyle and Sons,Healthcare,2267539,190,Phone Inquiry,2023-11-15 07:58:02,2025-07-07 10:06:18,223331.1,37,17,Active
003eB5uUd1zRxlU8HS,Gary,Gallagher,gary.gallagher@ward-moore.com,501-707-3344,Ward-Moore,Manufacturing,59543276,2676,Other,2023-02-19 18:48:41,2024-11-26 11:50:51,2868579.02,5,93,Prospect
003yNTujExvPmHqrz9,Nicholas,Smith,nicholas.smith@bell.com,001-766-326-4863x724,"Bell, Andrews and Snyder",Manufacturing,49885357,1849,Web,2021-11-01 01:03:57,2024-04-10 05:10:47,3349840.23,25,22,Active
003hKlQxpCcgAS2mhf,Amy,Prince,amy.prince@randall-baker.com,2658160127,Randall-Baker,Manufacturing,45512292,7337,Purchased List,2022-07-18 16:46:18,2025-09-09 14:27:17,2995053.35,29,65,Active
003E0TqWy4Ww6Y65vN,Heather,Jones,heather.jones@moore.com,001-457-690-8910x786,"Moore, Torres and Ferrell",Technology,91791108,4889,Other,2024-07-17 00:58:57,2024-12-28 16:55:46,9039992.21,25,78,Prospect
00365YwBVDy29xVD0r,Paul,Garza,paul.garza@smith.com,5774207381,"Smith, Boyd and Lewis",Technology,62047307,6761,Purchased List,2022-05-16 09:10:45,2024-06-06 10:48:58,2924790.69,7,64,Active
003uUiZqCM6WzIaokN,Alicia,Rodgers,alicia.rodgers@mcclaingroup.com,524-421-4286,Mcclain Group,Consulting,3261395,440,Partner Referral,2024-12-11 00:52:53,2025-10-04 02:38:54,304631.83,5,42,Prospect
003hxKW58UY66Xll80,Michael,Ewing,michael.ewing@wallace.com,001-454-686-9334,"Wallace, Dean and Richard",Technology,30160004,4053,Other,2025-01-21 18:29:54,2025-03-02 07:43:02,2181850.3,10,79,Prospect
003oWpDLaURn9Mw3LF,Robert,Mcclain,robert.mcclain@summersandsons.com,2256161495,Summers and Sons,Manufacturing,90993080,9632,Phone Inquiry,2024-11-19 04:07:40,2025-08-25 08:42:18,3147982.03,28,92,Active
003C6DPAEsLZuB8MP9,Jeffrey,Johnston,jeffrey.johnston@tapia-collins.com,702.820.6325x171,Tapia-Collins,Retail,10276474,218,Partner Referral,2021-08-26 03:47:23,2022-08-13 03:47:23,24899.94,26,0,Churned
003mT9FXIOrxgseQRy,Molly,Andrews,molly.andrews@galvan.com,4493736737,"Galvan, Shepard and Porter",Retail,8544973,136,Purchased List,2020-12-12 09:48:03,2021-08-01 09:48:03,143766.16,34,53,Churned
003Oghj62GOjd8bBfF,Holly,Jacobs,holly.jacobs@martinezltd.com,(995)859-2821x0231,Martinez Ltd,Technology,77159695,7111,Web,2023-11-16 07:42:00,2025-02-26 20:05:46,1812992.8,30,97,Active
003KZutDBHRQBKsYSj,Samuel,Saunders,samuel.saunders@simpsonltd.com,251-333-3754x66138,Simpson Ltd,Consulting,19458819,304,Purchased List,2022-10-16 09:05:07,2023-06-24 09:05:07,261243.67,27,29,Churned
003cnymJzc8HgfmwsA,Nicholas,Meyers,nicholas.meyers@powell-haney.com,001-322-571-4936x07802,Powell-Haney,Retail,16923213,372,Purchased List,2022-01-08 15:30:59,2022-06-16 15:30:59,115490.92,34,28,Churned
003pvq6lRqaB5j4RXO,Jason,Hardy,jason.hardy@frye-white.com,(520)817-6499x791,Frye-White,Consulting,4510075,64,Web,2024-09-26 16:21:51,2025-03-25 18:27:34,151881.39,50,81,Active
003kSh0g6ml1rYVIFf,Joanna,Garcia,joanna.garcia@smithinc.com,423.294.2419,Smith Inc,Manufacturing,51994541,9111,Web,2024-06-29 14:21:05,2025-07-11 22:28:39,2462874.75,1,3,Active
003paAUkk8V1hVzy1k,Annette,Davidson,annette.davidson@jackson-parks.com,(290)362-5774,Jackson-Parks,Consulting,15240627,80,Partner Referral,2025-03-21 04:35:31,2025-08-11 20:54:13,497527.21,50,65,Active
0038t5vYtpL6wqFRgV,Marvin,Strickland,marvin.strickland@bowman-ochoa.com,+1-736-994-6658x71530,Bowman-Ochoa,Consulting,12446397,114,Partner Referral,2021-01-09 11:03:24,2021-05-07 11:03:24,65141.56,28,92,Churned
003o0Rv05UOhfbR8G0,Jill,Douglas,jill.douglas@vaughn.com,660-874-5469,"Vaughn, Miller and Mathews",Retail,3799919,331,Purchased List,2023-08-26 14:02:53,2023-12-26 14:02:53,18098.16,44,18,Churned
003uL7RaCa35oDswrS,Edward,Bautista,edward.bautista@foster.com,490-262-7511x3644,"Foster, Newman and Donovan",Technology,21613482,4136,Web,2021-03-31 18:52:10,2021-09-18 18:52:10,267573.08,45,71,Churned
003Pvts75JbgMD8obB,Brian,Russell,brian.russell@brennan-sims.com,+1-496-481-4496x904,Brennan-Sims,Consulting,6578314,310,Phone Inquiry,2022-10-10 10:52:34,2025-03-03 11:44:51,266939.48,39,29,Active
003tXRpMELBgyRZj3v,Vincent,Meyer,vincent.meyer@bridges.com,655-332-8123x4263,"Bridges, Davis and Padilla",Technology,73540270,4092,Other,2022-09-08 08:36:06,2025-09-18 21:56:27,5716364.44,16,97,Prospect
003sdu4DYBC4UenQZf,Albert,Moore,albert.moore@sanchez-watkins.com,797.355.6120,Sanchez-Watkins,Healthcare,12778563,407,Web,2023-08-03 20:06:34,2023-09-13 12:49:40,237321.73,22,53,Active
003bhQ3Z6D9pTYAVl5,Maria,Clark,maria.clark@davisllc.com,(407)608-8252,Davis LLC,Consulting,18683996,158,Other,2024-12-21 19:27:40,2025-05-07 19:16:15,836611.7,11,95,Prospect
0034zeLDU7PNrYBuBd,Chris,Ray,chris.ray@masonllc.com,001-408-230-8263x326,Mason LLC,Consulting,13199243,130,Web,2025-03-21 22:17:06,2025-06-09 16:51:52,312487.97,15,25,Prospect
003c8ifzl4OMpkgEt7,James,Nelson,james.nelson@foster-barnes.com,868.518.8914x065,Foster-Barnes,Consulting,15760925,426,Web,2022-08-04 10:28:15,2023-06-26 10:28:15,240319.49,46,72,Churned
003qKRKiCqzvKQBfcl,Elizabeth,Wood,elizabeth.wood@brownandsons.com,742-765-8288,Brown and Sons,Manufacturing,50807051,629,Phone Inquiry,2024-06-21 04:39:35,2024-09-14 12:45:26,3006803.64,2,68,Active
003XdLxnTaq7hkas9Q,Mariah,Wood,mariah.wood@valdezinc.com,556.827.5206x9087,Valdez Inc,Finance,86574339,4533,Purchased List,2021-10-20 01:20:30,2022-04-26 01:20:30,1287553.0,46,22,Churned
003lxUOkZwHZDThD2q,Mackenzie,Morgan,mackenzie.morgan@smithplc.com,572.453.9108x0052,Smith PLC,Manufacturing,14352959,9414,Phone Inquiry,2021-04-02 05:52:37,2024-03-20 09:51:42,967687.96,4,64,Active
0032ioHtBeLWfIDqC8,Ryan,Harris,ryan.harris@banks.com,+1-369-834-9666x89231,"Banks, Meyer and Vance",Healthcare,14025661,287,Purchased List,2022-08-25 18:34:07,2023-11-22 11:12:56,663907.87,14,84,Active
003wQMvQXc7W8heqgw,April,Reyes,april.reyes@bentley.com,302.342.8152,"Bentley, Scott and Downs",Consulting,5333741,286,Partner Referral,2021-03-13 16:12:45,2025-06-18 20:54:08,373564.35,33,3,Active
003I7NoyuGit7lxuKm,Kaylee,Bass,kaylee.bass@grant.com,001-581-720-7509,"Grant, Hoffman and Yates",Retail,16366529,461,Web,2021-04-23 14:43:01,2021-11-25 14:43:01,283951.41,41,72,Churned
003OuywKYw7bMOdyT8,Patrick,Smith,patrick.smith@craig.com,287-831-0537,"Craig, Steele and Austin",Technology,44663650,6893,Partner Referral,2025-02-26 07:41:59,2025-09-22 03:26:48,4075220.25,49,0,Active
003HGXzPNaLfeYaA7B,Douglas,Johnson,douglas.johnson@perez.com,001-323-979-9175x99852,"Perez, Myers and Calderon",Healthcare,5836331,344,Web,2025-03-30 19:26:14,2025-05-29 18:29:33,349501.55,25,56,Prospect
003WMtr7ivnveBvNiV,Matthew,Taylor,matthew.taylor@howardandsons.com,402-518-6030x1084,Howard and Sons,Healthcare,11439577,178,Purchased List,2020-12-14 11:52:34,2025-07-03 13:42:02,1129475.12,0,65,Prospect
003dKdcVScxNgOu8If,Cassandra,Gonzalez,cassandra.gonzalez@thomasandsons.com,+1-399-291-8406x77939,Thomas and Sons,Retail,7526243,369,Phone Inquiry,2023-12-22 13:20:49,2025-06-04 04:12:59,663104.6,8,47,Prospect
003W5ngdvwr5awr876,Jo,James,jo.james@campbell.com,838-751-8076x0839,"Campbell, Huffman and Daugherty",Consulting,3336470,488,Partner Referral,2025-04-06 06:34:54,2025-07-06 19:24:36,245483.69,41,84,Active
003YiIw9n2vmX1rl9S,Jessica,Wright,jessica.wright@huffman.com,+1-388-407-3738,"Huffman, Haas and Black",Technology,42835849,6979,Purchased List,2023-12-23 10:29:33,2025-05-03 10:06:06,1115475.39,44,16,Active
003klbpRf2zOHDKpkl,Hannah,Campos,hannah.campos@carrillo.com,205.691.6844,"Carrillo, Zimmerman and Browning",Retail,4237238,39,Web,2021-11-13 15:38:03,2025-02-11 06:19:20,307520.9,1,4,Active
003Tjeqe8U5P7BUva5,Kevin,Hernandez,kevin.hernandez@taylor-burns.com,001-534-872-0916x8478,Taylor-Burns,Healthcare,6834410,104,Purchased List,2022-07-07 16:24:09,2025-09-21 18:22:02,586962.43,45,39,Active
003FKta0w4ZXN9yWfh,Kaitlyn,Griffin,kaitlyn.griffin@sims.com,(274)305-5995x00430,"Sims, Hickman and Hunt",Technology,87588625,6872,Phone Inquiry,2025-04-02 23:09:59,2025-06-16 01:10:00,8638674.84,2,33,Prospect
003SLaLZLvPUUNIEOD,Latoya,Davis,latoya.davis@lewis-hurley.com,+1-830-231-2080x31907,Lewis-Hurley,Consulting,7734759,420,Phone Inquiry,2025-02-21 04:56:20,2025-07-01 20:08:15,286454.67,46,4,Active
003rrpdyTdQcO0d5EX,Dale,Collins,dale.collins@brewer.com,739-723-6382,"Brewer, Murray and Rosario",Retail,6376808,116,Partner Referral,2025-05-29 05:02:21,2025-07-15 13:51:53,276258.51,38,77,Active
003qw0s54KjgNAL7kx,Kimberly,Fletcher,kimberly.fletcher@flynn.com,717.303.6169,"Flynn, Greene and Conner",Retail,11464403,306,Other,2025-09-20 21:11:30,2025-09-30 16:10:05,730663.39,5,62,Prospect
0035AnfzQNOf0RjGjQ,Justin,Thompson,justin.thompson@werner-davis.com,(293)313-7646x7494,Werner-Davis,Finance,70810356,3428,Purchased List,2021-12-28 17:09:06,2023-01-11 22:02:23,4679918.06,14,28,Active
003XBK5641vD6GwvCq,Donna,Barnes,donna.barnes@kline-maynard.com,591.339.5789,Kline-Maynard,Consulting,8362854,378,Other,2024-01-16 21:35:47,2025-03-07 19:12:18,672565.87,12,72,Prospect
003jHQZ8NsdxN1Futo,Crystal,Reynolds,crystal.reynolds@watson.com,9552558472,"Watson, Bowman and Reid",Manufacturing,47897921,7004,Phone Inquiry,2023-09-03 10:43:20,2024-03-04 10:43:20,542092.0,48,4,Churned
003QKRa2Dkxtfcro7v,Suzanne,Williams,suzanne.williams@maynard.com,415-564-7320x156,"Maynard, Aguilar and Ward",Healthcare,19229227,120,Web,2021-10-22 18:47:47,2022-06-21 18:47:47,346487.24,32,94,Churned
003CfEUFeEwbJfFZnN,Benjamin,Jones,benjamin.jones@lawrence.com,934-648-2440x9543,"Lawrence, Wheeler and Rubio",Manufacturing,71950142,8156,Phone Inquiry,2025-10-14 13:15:03,2025-10-14 18:06:25,5842784.16,12,39,Prospect
0030hlQqMVREHEOK02,Amber,Smith,amber.smith@sandersltd.com,574.597.6192x5217,Sanders Ltd,Technology,66978100,6135,Purchased List,2024-02-20 08:04:01,2024-11-28 08:04:01,437567.39,43,6,Churned
003mrQpkqHPyCEQz87,Michael,Perkins,michael.perkins@miller.com,(646)277-8948,"Miller, Martinez and Morales",Technology,38928436,7501,Phone Inquiry,2021-09-20 22:24:43,2022-03-15 22:24:43,150811.83,26,99,Churned
003RwQehy8KvJcjkP3,James,Shaw,james.shaw@thompson.com,424.247.6866,"Thompson, Reyes and Green",Technology,25106278,8676,Web,2021-09-12 10:33:07,2022-03-06 10:33:07,70189.05,46,23,Churned
0039hE0RKKrztYJb4o,Cheyenne,Anderson,cheyenne.anderson@berry-grant.com,6469180391,Berry-Grant,Finance,64748495,3573,Web,2025-06-13 13:40:38,2025-08-16 09:51:58,2644370.48,47,92,Active
003WX96fDj3emOoXKR,Jeffrey,Roberts,jeffrey.roberts@smith.com,328-512-7465,"Smith, Irwin and Roach",Consulting,13034250,202,Phone Inquiry,2025-01-18 11:57:57,2025-09-24 02:54:52,599098.77,37,100,Active
003L59V1q5pemmY18q,Austin,Turner,austin.turner@myersgroup.com,7073487024,Myers Group,Manufacturing,56716676,9898,Phone Inquiry,2023-07-17 10:52:36,2025-08-17 16:03:44,626661.96,22,39,Prospect
003QpLAw8VtGvURLcD,Bryan,Estrada,bryan.estrada@mitchell-hamilton.com,+1-501-278-1261,Mitchell-Hamilton,Retail,15911687,499,Other,2023-06-16 18:36:49,2024-08-18 20:40:18,1056110.56,12,27,Active
003YrtykKgdAXHwYWz,Tiffany,Carlson,tiffany.carlson@riley.com,001-298-521-1523x089,"Riley, Lee and Fisher",Retail,7576864,416,Web,2022-05-01 16:18:36,2022-09-12 16:18:36,47909.31,44,93,Churned
00357AmiKfJq4L9MS0,Gina,Casey,gina.casey@chapman.com,+1-704-256-0195x788,"Chapman, Ruiz and Hernandez",Manufacturing,98602535,4464,Web,2024-09-26 06:05:11,2025-05-27 15:12:13,9831508.53,11,61,Prospect
003KNU61eooNb0MnKn,Christopher,Evans,christopher.evans@sandovalltd.com,001-268-783-9791x364,Sandoval Ltd,Finance,29591819,3908,Partner Referral,2022-09-20 23:53:19,2023-04-25 06:41:32,915254.42,5,91,Active
003v813i2q6TPxUvvd,Emily,Brown,emily.brown@lopez-mcbride.com,(827)978-3326,Lopez-Mcbride,Technology,6632573,8829,Other,2024-01-30 07:18:16,2025-01-24 07:18:16,114047.49,35,48,Churned
003gvhUiFAbKHkzX8Q,Lawrence,Thompson,lawrence.thompson@anderson.com,209-486-4447x84412,"Anderson, Stevenson and Sanders",Manufacturing,84767476,8174,Phone Inquiry,2022-12-11 11:45:52,2024-11-05 20:29:53,6102289.23,19,25,Prospect
003HVYsclYf7so17t2,Trevor,Santiago,trevor.santiago@roberts-munoz.com,944.394.1060,Roberts-Munoz,Consulting,10616720,154,Web,2023-05-27 07:55:01,2025-06-15 17:21:43,169843.89,20,60,Prospect
003kbCQBhQ9eGeindl,Jared,Garcia,jared.garcia@penaandsons.com,463.967.1579,Pena and Sons,Healthcare,2166598,78,Other,2022-08-26 06:38:26,2025-07-12 09:42:27,118658.66,22,53,Prospect
003rtZUFSBycOXJr4H,Carrie,Brown,carrie.brown@potter-rivera.com,(271)259-7382,Potter-Rivera,Retail,19805999,332,Purchased List,2024-10-14 01:30:07,2025-03-16 01:24:21,724693.45,11,24,Prospect
003OffjGASQtm00cuh,Misty,Holmes,misty.holmes@higgins.com,+1-355-555-8389,"Higgins, Carter and Wilson",Finance,35836565,6000,Web,2021-09-14 03:43:07,2022-05-05 03:43:07,306788.81,41,32,Churned
003o03rEZglv5bwujl,Jeffrey,Powell,jeffrey.powell@tateandsons.com,(462)556-3915,Tate and Sons,Manufacturing,12226902,6197,Purchased List,2024-12-12 05:46:39,2025-11-21 05:46:39,180044.53,3,6,Churned
003Lx3RyniSRbkHHex,Miguel,Harvey,miguel.harvey@watts-avery.com,871.939.5470x99553,Watts-Avery,Consulting,16995367,262,Partner Referral,2022-08-18 06:16:46,2025-06-08 15:34:26,644610.06,17,10,Active
003XWAiw7wVwhYzJ18,Michael,Walter,michael.walter@simmons-moreno.com,001-882-318-5265x846,Simmons-Moreno,Finance,15014465,629,Partner Referral,2025-10-08 09:26:16,2025-10-08 20:59:51,364973.66,13,88,Prospect
003CRZaSd0jUR72se0,Heidi,Rogers,heidi.rogers@austininc.com,+1-693-816-7224x422,Austin Inc,Retail,13898607,485,Partner Referral,2025-10-10 10:38:54,2025-10-11 23:24:32,969185.22,32,80,Prospect
003PVbPNXzAAE4P7LX,Susan,Newman,susan.newman@hernandezltd.com,472.224.3741,Hernandez Ltd,Retail,1247447,84,Web,2023-01-02 21:13:23,2023-10-06 21:13:23,14804.96,31,74,Churned
